T statistic,df,pvalue 2 sided,Difference in mean,lb,ub,ctrl_mean,ctrl_vol,test_mean,test_vol
0.8931794013289112,892.9271839482985,0.37200176031773846,1.6881179822356245,-2.0212614622912404,5.39749742676249,35.74400871459695,459.0,37.432126696832576,442.0
