id,date,value,optin,giftaid,appeal,platform,sourcecode,campaign,source,medium,creative,audience,warm
ICC14237077575,05/08/2020 14:36,25.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC15178302492,05/08/2020 14:35,30.0,False,False,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC16061333725,05/08/2020 14:33,100.0,True,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC17059317775,05/08/2020 14:32,2.0,True,True,Beirut Emergency Appeal,WorldPay,170463,,,,,,
ICC17059311553,05/08/2020 14:27,10.0,False,False,Disaster Fund Appeal,WorldPay,170463,,,,,,
5EM082584M227910U,05/08/2020 14:27,300.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
0S2797618C9912121,05/08/2020 14:23,20.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,,,,
72X45002W6457831W,05/08/2020 14:23,30.0,False,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen famine donate,
ICC17059305194,05/08/2020 14:23,40.0,False,True,Syria Crisis Appeal,WorldPay,170463,,,,,,
3FE61268HS4780327,05/08/2020 14:22,10.0,False,True,UK Coronavirus Response,Paypal,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
28483427PL971935P,05/08/2020 14:18,100.0,False,False,Disaster Fund Appeal,Paypal,170463,,,,,,
ICC14237045547,05/08/2020 14:17,20.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
2UK73077XE625414P,05/08/2020 14:12,5.0,False,False,UK Coronavirus Response,Paypal,170460,Kindness Will Keep Us Together,google,cpc,brand,brand,
13V76622X12137839,05/08/2020 14:10,25.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
7D044689YD736672E,05/08/2020 14:08,50.0,True,True,Beirut Emergency Appeal,Paypal,170463,,,,,,
27X179273K090925L,05/08/2020 14:07,30.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC17059279054,05/08/2020 14:04,75.0,False,True,UK Coronavirus Response,WorldPay,170463,UK Fund Appeal,Press,Offline,Donate Landing_DonateNeed,Cold Supporters,
6HK311286N057083F,05/08/2020 14:04,10.0,False,True,Disaster Fund Appeal,Paypal,170463,,,,,,
ICC17059275043,05/08/2020 14:02,10.0,True,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC14237020729,05/08/2020 14:02,50.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC15178249796,05/08/2020 14:00,10.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC16061282686,05/08/2020 13:59,10.0,True,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
7HB650627D633094Y,05/08/2020 13:59,10.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC18099265141,05/08/2020 13:58,20.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC18099265181,05/08/2020 13:58,10.0,True,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
0LJ56047551446816,05/08/2020 13:58,5.0,True,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
574049185T2937447,05/08/2020 13:58,30.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC18099264722,05/08/2020 13:58,100.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC19098492520,05/08/2020 13:58,30.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
60N68894S7451923V,05/08/2020 13:57,5.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC15178245028,05/08/2020 13:57,15.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC18099262273,05/08/2020 13:57,100.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
7F401512J04352511,05/08/2020 13:57,5.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC14237013106,05/08/2020 13:57,50.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC19098491296,05/08/2020 13:57,2.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
9S632055J1115925N,05/08/2020 13:56,5.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
5CW24725AX100373S,05/08/2020 13:56,50.0,True,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC14237010670,05/08/2020 13:56,20.0,True,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
5DC30466PB5714804,05/08/2020 13:56,20.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC15178244620,05/08/2020 13:56,30.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
7U6046722J987225T,05/08/2020 13:56,50.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC15178241961,05/08/2020 13:55,3.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
6SF41626D4025130X,05/08/2020 13:55,5.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
4HE177071E794080R,05/08/2020 13:54,10.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC18099259162,05/08/2020 13:54,30.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
4KY77824KR5529326,05/08/2020 13:54,20.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC19098485102,05/08/2020 13:53,30.0,True,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
8U402381809787225,05/08/2020 13:53,20.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC14237005880,05/08/2020 13:53,30.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC17059263990,05/08/2020 13:53,100.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
2X012639XG6613341,05/08/2020 13:53,50.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
5WJ50543Y5628872V,05/08/2020 13:53,20.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
0LB969628U416735X,05/08/2020 13:53,50.0,False,True,Beirut Emergency Appeal,Paypal,170463,,,,,,
ICC15178240314,05/08/2020 13:53,100.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC15178239000,05/08/2020 13:52,3.0,True,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC15178238619,05/08/2020 13:52,100.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC18099255612,05/08/2020 13:52,100.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC17059261980,05/08/2020 13:52,250.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC16061272298,05/08/2020 13:52,30.0,True,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
9RP91382EK180912F,05/08/2020 13:51,10.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC14237003016,05/08/2020 13:51,5.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC18099254820,05/08/2020 13:51,50.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC17059259800,05/08/2020 13:50,15.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
53B005535S2395435,05/08/2020 13:50,30.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
05G47939VR689952V,05/08/2020 13:50,10.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
257996516P967192X,05/08/2020 13:50,5.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC15178233024,05/08/2020 13:49,30.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
55V762419E746490A,05/08/2020 13:49,10.0,True,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC16061267644,05/08/2020 13:49,200.0,False,False,UK Coronavirus Response,WorldPay,170463,UK Fund Appeal,Door Drop,Offline,Donate Landing_Donate,Cold Supporters,
ICC16061266938,05/08/2020 13:48,5.0,False,False,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC16061265838,05/08/2020 13:47,10.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,brand,,
47821354C52628241,05/08/2020 13:47,10.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
66G50889KL740333P,05/08/2020 13:47,10.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,generic,,
ICC16061264059,05/08/2020 13:46,60.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
8KF14608E8239303N,05/08/2020 13:45,2.0,False,False,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC16061262592,05/08/2020 13:45,10.0,False,True,Beirut Emergency Appeal,WorldPay,170460,Beirut Emergency Appeal,google,cpc,generic,,
07L460694F4545252,05/08/2020 13:45,30.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
1CW08172287677224,05/08/2020 13:43,10.0,False,True,Beirut Emergency Appeal,Paypal,170460,Beirut Emergency Appeal,google,cpc,brand,,
ICC15178223864,05/08/2020 13:42,20.0,False,False,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC17059227887,05/08/2020 13:28,30.0,True,True,Disaster Fund Appeal,WorldPay,170463,,,,,,
5RD45149R5863930S,05/08/2020 13:27,50.0,False,True,Support People In Crisis,Paypal,170463,,,,,,
ICC14236952488,05/08/2020 13:21,25.0,False,True,Support People In Crisis,WorldPay,170463,,,,,,
ICC14236951017,05/08/2020 13:20,10.0,False,False,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC18099202951,05/08/2020 13:17,20.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC15178181449,05/08/2020 13:13,50.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC14236936710,05/08/2020 13:11,50.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC14236934815,05/08/2020 13:10,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
00U779209S8198109,05/08/2020 13:04,10.0,True,False,UK Coronavirus Response,Paypal,170460,Kindness Will Keep Us Together,google,cpc,generic,,
ICC15178162827,05/08/2020 13:00,150.0,True,True,National Emergencies Trust Coronavirus Appeal,WorldPay,170463,,,,,,
ICC19098400910,05/08/2020 12:58,100.0,False,True,Disaster Fund Appeal,WorldPay,170463,,,,,,
ICC17059179441,05/08/2020 12:55,20.0,False,True,Beirut Emergency Appeal,WorldPay,170463,,,,,,
1WE701583C300414S,05/08/2020 12:55,100.0,False,True,Disaster Fund Appeal,Paypal,170463,,,,,,
9C402173XP294083G,05/08/2020 12:47,5.0,False,False,Yemen Crisis Appeal,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
45M88689W2050012M,05/08/2020 12:46,30.0,True,False,Disaster Fund Appeal,Paypal,170463,,,,,,
ICC17059166124,05/08/2020 12:45,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17059163956,05/08/2020 12:43,25.0,False,True,UK Coronavirus Response,WorldPay,170463,UK Fund Appeal,Door Drop,Offline,Donate Landing_Donate,Cold Supporters,
1ND42850N78566359,05/08/2020 12:42,25.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
ICC17059161475,05/08/2020 12:42,50.0,True,True,UK Coronavirus Response,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
ICC14236890934,05/08/2020 12:42,5.0,True,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17059159334,05/08/2020 12:40,2.0,True,True,Beirut Emergency Appeal,WorldPay,170463,,,,,,
ICC14236883865,05/08/2020 12:39,50.0,True,False,Disaster Fund Appeal,WorldPay,170463,,,,,,
ICC17059156440,05/08/2020 12:38,20.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC18099137646,05/08/2020 12:35,50.0,False,False,Support People In Crisis,WorldPay,170463,,,,,,
2DN81919VX901413S,05/08/2020 12:27,10.0,True,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
0V36351492955572X,05/08/2020 12:26,5.0,False,False,UK Coronavirus Response,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC17059134664,05/08/2020 12:23,3.0,True,True,Beirut Emergency Appeal,WorldPay,170463,,,,,,
ICC18099120282,05/08/2020 12:23,20.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen appeal,
69D824999L036892C,05/08/2020 12:21,100.0,False,True,National Emergencies Trust Coronavirus Appeal,Paypal,170463,,,,,,
2SJ143320P793522A,05/08/2020 12:20,10.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
5N6066935D286222M,05/08/2020 12:18,5.0,False,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen relief,
8U337292U8708101J,05/08/2020 12:11,50.0,False,True,UK Coronavirus Response,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
9XL56313V98911348,05/08/2020 12:09,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC17059116448,05/08/2020 12:09,30.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC18099100571,05/08/2020 12:09,30.0,False,True,Disaster Fund Appeal,WorldPay,170463,,,,,,
ICC17059114667,05/08/2020 12:08,25.0,False,True,Disaster Fund Appeal,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
8FB61094LY137733J,05/08/2020 12:08,10.0,False,True,Disaster Fund Appeal,Paypal,170463,,,,,,
ICC15178081805,05/08/2020 12:04,100.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC16061109491,05/08/2020 12:03,74.38,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC16061095281,05/08/2020 11:53,20.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC17059092992,05/08/2020 11:53,500.0,False,True,Yemen Crisis Appeal,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
22U26077S4868780B,05/08/2020 11:50,40.0,True,True,UK Coronavirus Response,Paypal,170463,,,,,,
8VB21428822681036,05/08/2020 11:41,100.0,False,False,Support People In Crisis,Paypal,170463,,,,,,
ICC16061076529,05/08/2020 11:39,25.0,False,True,Yemen Crisis Appeal,WorldPay,170463,,,,,,
6GR81696PL9671132,05/08/2020 11:38,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC15178040345,05/08/2020 11:34,100.0,False,True,Disaster Fund Appeal,WorldPay,170463,,,,,,
ICC17059065467,05/08/2020 11:32,50.0,False,True,Support People In Crisis,WorldPay,170463,,,,,,
7DJ42879MJ435224L,05/08/2020 11:29,10.0,True,True,Support People In Crisis,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC17059059897,05/08/2020 11:28,25.0,False,True,Disaster Fund Appeal,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
ICC16061058509,05/08/2020 11:26,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
6RD51500S1792145G,05/08/2020 11:24,10.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC15178028156,05/08/2020 11:24,25.0,False,False,Support People In Crisis,WorldPay,170463,,,,,,
6VC13511E2227713T,05/08/2020 11:20,100.0,False,True,Yemen Crisis Appeal,Paypal,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
ICC14236759337,05/08/2020 11:17,10.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
6KA5671430095054T,05/08/2020 11:08,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
609904860N3690632,05/08/2020 11:07,25.0,True,False,Support People In Crisis,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
5WC426813P3873534,05/08/2020 11:05,10.0,False,False,UK Coronavirus Response,Paypal,170463,UK Fund Appeal,Door Drop,Offline,Donate Landing_Donate,Cold Supporters,
62P98629T66962353,05/08/2020 11:03,100.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
90R81267A0155972E,05/08/2020 11:03,30.0,False,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,brand,red cross yemen,
ICC15177988617,05/08/2020 10:57,100.0,False,False,Disaster Fund Appeal,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,donate,
3DE62093TU049520M,05/08/2020 10:56,10.0,False,True,UK Coronavirus Response,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
1XP97426NE6888228,05/08/2020 10:53,30.0,False,False,Disaster Fund Appeal,Paypal,170463,,,,,,
09M16585G27261448,05/08/2020 10:52,10.0,True,True,Yemen Crisis Appeal,Paypal,170463,,,,,,
ICC17059009326,05/08/2020 10:52,50.0,False,False,Support People In Crisis,WorldPay,170463,,,,,,
ICC19098206407,05/08/2020 10:47,10.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
6G784118JT4432017,05/08/2020 10:46,20.0,False,True,Yemen Crisis Appeal,Paypal,170459,Yemen Crisis Appeal,bing,cpc,generic,yemen humanitarian crisis,
ICC19098204817,05/08/2020 10:46,10.0,False,False,Yemen Crisis Appeal,WorldPay,170463,Yemen Crisis Appeal,,,,,
ICC16061001147,05/08/2020 10:46,5.0,False,False,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC19098199362,05/08/2020 10:43,25.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen relief,
7X156919X2740500H,05/08/2020 10:41,25.0,False,True,UK Coronavirus Response,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC14236696166,05/08/2020 10:36,20.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC14236693731,05/08/2020 10:35,1000.0,False,False,National Emergencies Trust Coronavirus Appeal,WorldPay,170463,,,,,,
2Y6905720L221911L,05/08/2020 10:33,100.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC16060981909,05/08/2020 10:32,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17058980009,05/08/2020 10:30,25.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC17058972134,05/08/2020 10:24,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
56T94011UT290302S,05/08/2020 10:23,5.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
5J293721J91197051,05/08/2020 10:16,10.0,False,True,Support People In Crisis,Paypal,170463,,,,,,
9A179311CB887500S,05/08/2020 10:11,50.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC15177912510,05/08/2020 10:01,10.0,False,False,Syria Crisis Appeal,WorldPay,170463,,,,,,
ICC19098139727,05/08/2020 10:00,100.0,False,True,UK Coronavirus Response,WorldPay,170463,UK Fund Appeal,Door Drop,Offline,Donate Landing_Donate,Cold Supporters,
ICC18098910981,05/08/2020 09:57,5.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17058931419,05/08/2020 09:52,50.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
15141161UT260762W,05/08/2020 09:51,5.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
68M81089TK518663L,05/08/2020 09:47,25.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC17058922992,05/08/2020 09:46,30.0,False,False,Disaster Fund Appeal,WorldPay,170463,,,,,,
ICC17058922540,05/08/2020 09:46,5.0,False,True,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC17058920539,05/08/2020 09:44,50.0,False,True,Disaster Fund Appeal,WorldPay,170463,,,,,,
63047706TH486505D,05/08/2020 09:43,50.0,,True,Global Coronavirus Appeal,Paypal,173448,Global Coronavirus Appeal,Salesforce,Email,Donate_SendNumber2_DEC Email 2 non openers_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
2WR41517KT9325344,05/08/2020 09:42,20.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC16060916371,05/08/2020 09:42,250.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17058899779,05/08/2020 09:31,100.0,False,True,Support People In Crisis,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,donate,
ICC18098876442,05/08/2020 09:31,200.0,False,False,Support People In Crisis,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC16060901028,05/08/2020 09:31,25.0,True,False,UK Coronavirus Response,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
9TN74272378311630,05/08/2020 09:24,35.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC19098086233,05/08/2020 09:19,500.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC15177850304,05/08/2020 09:12,100.0,False,False,UK Coronavirus Response,WorldPay,170460,Kindness Will Keep Us Together,google,cpc,brand,pure brand,
ICC18098852135,05/08/2020 09:12,50.0,False,True,Support People In Crisis,WorldPay,170463,,,,,,
65G96354JA355805A,05/08/2020 09:09,30.0,False,True,Disaster Fund Appeal,Paypal,170463,,,,,,
3G39506024978424D,05/08/2020 09:07,25.0,False,True,UK Coronavirus Response,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
86487769W12308812,05/08/2020 09:04,20.0,False,True,Syria Crisis Appeal,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
6MX135008Y4421236,05/08/2020 08:58,25.0,True,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC19098054679,05/08/2020 08:56,5.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
71B04774EG700820R,05/08/2020 08:53,5.0,False,False,Support People In Crisis,Paypal,170463,,,,,,
ICC18098821833,05/08/2020 08:50,5.0,False,False,Support People In Crisis,WorldPay,170463,,,,,,
37A787217K8257840,05/08/2020 08:48,30.0,False,True,Disaster Fund Appeal,Paypal,170463,,,,,,
15N65917A1051330D,05/08/2020 08:46,10.0,True,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC14236540217,05/08/2020 08:46,20.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC18098816100,05/08/2020 08:45,20.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC17058844269,05/08/2020 08:42,5.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC16060837425,05/08/2020 08:42,25.0,False,False,Support People In Crisis,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,donate,
ICC17058827524,05/08/2020 08:28,50.0,True,True,Disaster Fund Appeal,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
9CM6213991076700L,05/08/2020 08:27,20.0,False,True,Disaster Fund Appeal,Paypal,170463,,,,,,
ICC16060811055,05/08/2020 08:20,5.0,False,True,Support People In Crisis,WorldPay,170463,,,,,,
ICC15177783825,05/08/2020 08:19,50.0,False,True,Disaster Fund Appeal,WorldPay,170463,,,,,,
3EE5461874529572A,05/08/2020 08:19,20.0,False,False,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC17058814417,05/08/2020 08:17,12.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen aid,
ICC18098779420,05/08/2020 08:15,25.0,False,True,UK Coronavirus Response,WorldPay,170463,Kindness Will Keep Us Together,Press,Offline,Donate Landing_Guardian LIVE,Cold Supporters,
ICC14236499065,05/08/2020 08:14,25.0,False,True,Disaster Fund Appeal,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC16060801690,05/08/2020 08:13,400.0,True,False,Yemen Crisis Appeal,WorldPay,170463,,,,,,
98996118HH0505714,05/08/2020 08:13,25.0,False,False,Support People In Crisis,Paypal,170463,,,,,,
1437113948641745K,05/08/2020 08:12,10.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC14236495896,05/08/2020 08:12,25.0,True,True,Yemen Crisis Appeal,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
9V278102F9626231W,05/08/2020 08:11,25.0,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
6SB43462EG666961U,05/08/2020 08:11,25.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC14236493775,05/08/2020 08:10,25.0,True,True,Syria Crisis Appeal,WorldPay,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC18098771490,05/08/2020 08:09,10.0,False,True,UK Coronavirus Response,WorldPay,170463,,,,,,
