id,date,value,optin,giftaid,appeal,platform,sourcecode,campaign,source,medium,creative,audience,warm
ICC17040927871,15/07/2020 11:26,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Copy 1_COVID-19 appeal,Emergency Donors,OptInNotReshown
8C144780813410055,15/07/2020 11:25,30.0,,True,Global Coronavirus Appeal,Paypal,170463,It Starts With Her,Direct Mail,Offline,Donate Landing_Donate Warm Cash,Warm Supporters,OptInNotReshown
4NN63684FF933245K,15/07/2020 11:24,50.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041576065,15/07/2020 11:24,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC17040920014,15/07/2020 11:21,30.0,,True,Global Coronavirus Appeal,WorldPay,171138,Kindness Will Keep Us Together,Salesforce,Email,Donate_SendNumber11_coronavirus support line_Mega Button_Donate,Emergency Donors,OptInNotReshown
ICC14180019622,15/07/2020 11:17,30.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
6.49836E+15,15/07/2020 11:16,10.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
8LY31383J7132790J,15/07/2020 11:14,60.0,,False,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
0P909754C17784700,15/07/2020 11:12,100.0,False,True,Global Coronavirus Appeal,Paypal,170459,Yemen Crisis Appeal,bing,cpc,generic,yemen appeal 2020,
ICC16041550975,15/07/2020 11:10,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors_NET Existing Donors,OptInNotReshown
ICC14180007138,15/07/2020 11:08,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
7C14650340692301N,15/07/2020 11:02,100.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Active Online RG Donors,OptInNotReshown
ICC19040556304,15/07/2020 11:01,10.0,False,True,Global Coronavirus Appeal,WorldPay,170463,,,,,,
ICC17040888838,15/07/2020 11:01,250.0,False,True,Syria Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen appeal,
8BC000107M323780U,15/07/2020 11:00,50.0,False,True,Global Coronavirus Appeal,Paypal,170463,,,,,,
ICC15159500318,15/07/2020 10:58,25.0,False,True,Global Coronavirus Appeal,WorldPay,170458,Global Coronavirus Appeal,Homepage Herobox,Internal,Donate Landing_DEC Global Coronavirus Appeal,BRC Site,
ICC14179987378,15/07/2020 10:55,20.0,False,True,Global Coronavirus Appeal,WorldPay,170463,,,,,,
ICC14179983346,15/07/2020 10:52,50.0,False,False,Global Coronavirus Appeal,WorldPay,170458,Global Coronavirus Appeal,Homepage Herobox,Internal,Donate Landing_DEC Global Coronavirus Appeal,BRC Site,
ICC14179980863,15/07/2020 10:50,20.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
6TC763800Y195280L,15/07/2020 10:49,5.0,,False,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
24R74204G0186414S,15/07/2020 10:49,10.0,False,True,UK Coronavirus Response,Paypal,170463,,,,,,
ICC14179978509,15/07/2020 10:48,10.0,True,False,Global Coronavirus Appeal,WorldPay,170458,Global Coronavirus Appeal,Homepage Herobox,Internal,Donate Landing_DEC Global Coronavirus Appeal,BRC Site,
ICC17040870212,15/07/2020 10:48,25.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
8X331805VG0577712,15/07/2020 10:46,25.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
15C75757UF005121T,15/07/2020 10:46,500.0,False,True,Yemen Crisis Appeal,Paypal,170460,Yemen Crisis Appeal,google,cpc,generic,yemen emergency appeal,
ICC19040531758,15/07/2020 10:43,30.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
8X300758C24669049,15/07/2020 10:41,647.71,False,False,UK Coronavirus Response,Paypal,170463,,,,,,
ICC19040528147,15/07/2020 10:40,25.0,False,False,Global Coronavirus Appeal,WorldPay,170463,Kindness Will Keep Us Together,Direct Mail,Offline,Donate Landing_July donate,Warm Supporters,
7A46916978059770L,15/07/2020 10:36,20.0,False,True,UK Coronavirus Response,Paypal,170458,UK Fund Appeal,Homepage Promo Box,Internal,Donate Landing_Kindness will keep us together VVCP content red box,BRC Site,
ICC19040518058,15/07/2020 10:33,25.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159464397,15/07/2020 10:33,5.0,True,True,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC16041492740,15/07/2020 10:33,25.0,True,True,Global Coronavirus Appeal,WorldPay,170458,Global Coronavirus Appeal,Homepage Herobox,Internal,Donate Landing_DEC Global Coronavirus Appeal,BRC Site,
ICC18040548001,15/07/2020 10:32,10.0,False,False,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC18040542873,15/07/2020 10:29,20.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Copy 2_DEC Coronavirus Appeal,Emergency Donors,OptInNotReshown
ICC16041481550,15/07/2020 10:26,50.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Copy 2_DEC Coronavirus Appeal,Emergency Donors_NET Existing Donors,OptInNotReshown
ICC17040839595,15/07/2020 10:26,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041479935,15/07/2020 10:25,100.0,False,False,Global Coronavirus Appeal,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,donate,
7S95864602457894F,15/07/2020 10:21,30.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040534264,15/07/2020 10:21,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
3CU64268E2450464X,15/07/2020 10:20,50.0,False,True,Global Coronavirus Appeal,Paypal,170458,Global Coronavirus Appeal,Homepage Herobox,Internal,Donate Landing_DEC Global Coronavirus Appeal,BRC Site,
ICC16041467654,15/07/2020 10:17,50.0,True,True,UK Coronavirus Response,WorldPay,170459,Kindness Will Keep Us Together,bing,cpc,brand,pure brand,
ICC16041465223,15/07/2020 10:15,5.0,False,False,UK Coronavirus Response,WorldPay,170463,,,,,,
ICC15159439798,15/07/2020 10:15,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC14179935172,15/07/2020 10:15,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040822283,15/07/2020 10:13,25.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041459797,15/07/2020 10:12,25.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159436847,15/07/2020 10:12,50.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
5LE39003JD4210108,15/07/2020 10:12,100.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors_NET Existing Donors,OptInNotReshown
6LP31226Y07998333,15/07/2020 10:11,30.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040816275,15/07/2020 10:09,25.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041454489,15/07/2020 10:08,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040813417,15/07/2020 10:07,60.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040516738,15/07/2020 10:07,25.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040813605,15/07/2020 10:07,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen donate,
ICC15159425366,15/07/2020 10:05,250.0,False,True,Global Coronavirus Appeal,WorldPay,170463,,,,,,
ICC16041444927,15/07/2020 10:04,25.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
1VX34437Y7877524W,15/07/2020 10:02,10.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
4GB12668PC083291R,15/07/2020 10:01,20.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC14179914189,15/07/2020 09:59,30.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Copy 1_COVID-19 appeal,Emergency Donors,OptInNotReshown
6WD33683VE2400636,15/07/2020 09:57,60.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040798035,15/07/2020 09:55,10.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159403347,15/07/2020 09:48,30.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC19040458480,15/07/2020 09:47,25.0,False,True,Global Coronavirus Appeal,WorldPay,170464,Global Coronavirus Appeal,Facebook,Social Ad,Donate Landing_Image_DEC Hero Image Donate,Women_35-44_45-54_55 Plus,
4JX11854L5742172B,15/07/2020 09:46,10.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041418454,15/07/2020 09:44,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC19040452999,15/07/2020 09:43,20.0,False,False,Global Coronavirus Appeal,WorldPay,170458,Global Coronavirus Appeal,Homepage Herobox,Internal,Donate Landing_DEC Global Coronavirus Appeal,BRC Site,
ICC19040451486,15/07/2020 09:42,20.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC19040451229,15/07/2020 09:42,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
7T9626964D784743S,15/07/2020 09:42,50.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041414114,15/07/2020 09:41,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen appeal,
ICC19040450141,15/07/2020 09:41,10.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC14179891160,15/07/2020 09:40,150.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
12B16414YE198201M,15/07/2020 09:37,150.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
85B02814G5651291B,15/07/2020 09:37,30.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC19040441144,15/07/2020 09:34,10.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041396633,15/07/2020 09:32,60.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC14179879080,15/07/2020 09:31,50.0,False,False,Global Coronavirus Appeal,WorldPay,170458,UK Fund Appeal,BRC Blog,Internal,Donate Other_Our work with the NHS,BRC Site,
ICC16041393943,15/07/2020 09:27,30.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
6F471753E2952351C,15/07/2020 09:25,100.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors_NET Existing Donors,OptInNotReshown
ICC14179869346,15/07/2020 09:23,30.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
58E185625G943045H,15/07/2020 09:20,25.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040750749,15/07/2020 09:20,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159367333,15/07/2020 09:20,25.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040748777,15/07/2020 09:19,10.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040454610,15/07/2020 09:18,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Copy 2_DEC Coronavirus Appeal,Emergency Donors,OptInNotReshown
ICC19040415679,15/07/2020 09:16,300.0,True,True,Disaster Fund Appeal,WorldPay,170463,,,,,,
ICC18040439370,15/07/2020 09:16,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
4DB51780FV474592A,15/07/2020 09:15,50.0,False,True,Yemen Crisis Appeal,Paypal,170463,Yemen Crisis Appeal,,,brand,red cross yemen appeal,
34C72374D25941306,15/07/2020 09:14,200.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
6JT57161PN036761G,15/07/2020 09:11,25.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC19040411656,15/07/2020 09:11,30.0,,True,Global Coronavirus Appeal,WorldPay,171138,Kindness Will Keep Us Together,Salesforce,Email,Donate_SendNumber11_coronavirus support line_Copy Button_make a donation,Emergency Donors,OptInNotReshown
03C2566639471953M,15/07/2020 09:11,25.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
1JT11194T90420522,15/07/2020 09:06,100.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040437624,15/07/2020 09:05,30.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Copy 2_DEC Coronavirus Appeal,Emergency Donors,OptInNotReshown
ICC18040435184,15/07/2020 09:03,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041357683,15/07/2020 09:03,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
46K565326R448323N,15/07/2020 09:01,5.0,,False,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041353636,15/07/2020 09:01,25.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159337413,15/07/2020 08:58,25.0,False,False,Yemen Crisis Appeal,WorldPay,170463,,,,,,
ICC18040427608,15/07/2020 08:57,50.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040720273,15/07/2020 08:57,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
6J5008037R976491Y,15/07/2020 08:55,25.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040424778,15/07/2020 08:54,20.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC17040712266,15/07/2020 08:51,5.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency NonDonors,OptInNotReshown
6RF62612SK457833B,15/07/2020 08:50,20.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
7WG454678B268680M,15/07/2020 08:50,30.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
2UT645935A127463V,15/07/2020 08:48,5.0,,False,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041334310,15/07/2020 08:47,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors_NET Existing Donors,OptInNotReshown
4ST52601E8097221T,15/07/2020 08:46,50.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040413605,15/07/2020 08:45,50.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040409972,15/07/2020 08:42,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041324183,15/07/2020 08:41,50.0,True,True,Global Coronavirus Appeal,WorldPay,170463,,,,,,
83N06182UM233570V,15/07/2020 08:40,20.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159314501,15/07/2020 08:39,10.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors_NET Existing Donors,OptInNotReshown
8T3501582L114484E,15/07/2020 08:38,10.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159312237,15/07/2020 08:37,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC14179808761,15/07/2020 08:35,200.0,,False,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Copy 2_DEC Coronavirus Appeal,Emergency Donors,OptInNotReshown
ICC17040691381,15/07/2020 08:35,100.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC18040400635,15/07/2020 08:34,30.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC16041315005,15/07/2020 08:33,20.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
9EG20810EK4713227,15/07/2020 08:32,10.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
1UH67348MH342443S,15/07/2020 08:30,20.0,,True,Global Coronavirus Appeal,Paypal,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159294876,15/07/2020 08:22,30.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
ICC15159293335,15/07/2020 08:22,50.0,False,True,Yemen Crisis Appeal,WorldPay,170460,Yemen Crisis Appeal,google,cpc,generic,yemen humanitarian crisis,
ICC19040350462,15/07/2020 08:21,5.0,,True,Global Coronavirus Appeal,WorldPay,173358,Global Coronavirus Appeal,Salesforce,Email,Donate_DEC Coronavirus Appeal launch_Mega Button_DONATE NOW,Emergency Donors,OptInNotReshown
